"","Date","Open","High","Low","Close","Volume","Company","volumeDiff","shifted"
"47",2021-05-19,481.630005,488.570007,478.540009,487.700012,3349900,"Netflix",6.07000700000003,501.670013
"48",2021-05-20,489.549988,502.700012,488.980011,501.670013,3721200,"Netflix",12.120025,497.890015
"49",2021-05-21,503.119995,505.399994,497.26001,497.890015,3322900,"Netflix",-5.22998000000001,502.899994
"50",2021-05-24,501.049988,504.25,499.51001,502.899994,2412600,"Netflix",1.85000600000001,501.339996
"51",2021-05-25,506,506.369995,499.220001,501.339996,2699500,"Netflix",-4.66000400000001,502.359985
"52",2021-05-26,502.339996,504.140015,500.5,502.359985,2465300,"Netflix",0.0199890000000096,503.859985
"53",2021-05-27,501.799988,505.100006,498.540009,503.859985,3253800,"Netflix",2.05999700000001,502.809998
"54",2021-05-28,504.399994,511.76001,502.529999,502.809998,2910300,"Netflix",-1.58999599999999,499.079987
"55",2021-06-01,504.01001,505.410004,497.73999,499.079987,2482600,"Netflix",-4.93002300000001,499.23999
"56",2021-06-02,499.820007,503.220001,495.820007,499.23999,2269000,"Netflix",-0.580016999999998,489.429993
"57",2021-06-03,495.190002,496.660004,487.25,489.429993,3887400,"Netflix",-5.76000899999997,494.73999
"58",2021-06-04,492,501.859985,490.950012,494.73999,3160500,"Netflix",2.73998999999998,494.660004
"59",2021-06-07,492.920013,496.700012,490.549988,494.660004,2791900,"Netflix",1.73999100000003,492.390015
"60",2021-06-08,497,498.820007,489.369995,492.390015,2374000,"Netflix",-4.60998499999999,485.809998
"61",2021-06-09,494.5,496.089996,484.649994,485.809998,3055000,"Netflix",-8.69000199999999,487.269989
"62",2021-06-10,487.170013,490.209991,482.140015,487.269989,4382900,"Netflix",0.0999760000000265,488.769989
"63",2021-06-11,490,491.410004,487.779999,488.769989,3124000,"Netflix",-1.23001099999999,499.890015
"64",2021-06-14,489.679993,503.5,486.910004,499.890015,4400200,"Netflix",10.210022,491.899994
"65",2021-06-15,501.230011,501.230011,490.399994,491.899994,3104100,"Netflix",-9.330017,492.410004
"66",2021-06-16,495,496.459991,486.279999,492.410004,3533200,"Netflix",-2.58999599999999,498.339996
"67",2021-06-17,490.25,501.799988,490.149994,498.339996,3198300,"Netflix",8.08999599999999,500.769989
"68",2021-06-18,496.399994,504.48999,495.23999,500.769989,5197600,"Netflix",4.36999500000002,497
"69",2021-06-21,501.640015,502.049988,492.279999,497,5277300,"Netflix",-4.64001500000001,508.820007
"70",2021-06-22,498.540009,513.549988,495.799988,508.820007,5809300,"Netflix",10.279998,512.73999
"71",2021-06-23,508.480011,516.630005,508.200012,512.73999,3944800,"Netflix",4.25997900000004,518.059998
"72",2021-06-24,517.960022,520.960022,514.400024,518.059998,3361200,"Netflix",0.0999759999999696,527.070007
"73",2021-06-25,528.840027,533.059998,525,527.070007,5299100,"Netflix",-1.77001999999993,533.030029
"74",2021-06-28,528.119995,533.940002,524.559998,533.030029,2820200,"Netflix",4.910034,533.5
"75",2021-06-29,533.549988,536.130005,528.570007,533.5,2314600,"Netflix",-0.0499879999999848,528.210022
"76",2021-06-30,534.059998,534.380005,526.820007,528.210022,2773400,"Netflix",-5.84997599999997,533.539978
"77",2021-07-01,525.719971,537.039978,525.719971,533.539978,2805400,"Netflix",7.82000700000003,533.97998
"78",2021-07-02,535.5,538.539978,529.390015,533.97998,1975500,"Netflix",-1.52002000000005,541.640015
"79",2021-07-06,533,542.859985,533,541.640015,2775100,"Netflix",8.64001499999995,535.960022
"80",2021-07-07,544.23999,544.640015,531.659973,535.960022,2722500,"Netflix",-8.27996800000005,530.76001
"81",2021-07-08,530.929993,535.5,529.090027,530.76001,3269000,"Netflix",-0.169983000000002,535.97998
"82",2021-07-09,531,538.26001,528.580017,535.97998,2777200,"Netflix",4.97997999999995,537.309998
"83",2021-07-12,540.299988,540.650024,532.919983,537.309998,1780700,"Netflix",-2.98999000000003,540.679993
"84",2021-07-13,535.76001,545.330017,535.76001,540.679993,2751600,"Netflix",4.919983,547.950012
"85",2021-07-14,541.01001,554.099976,541.01001,547.950012,4659500,"Netflix",6.94000200000005,542.950012
"86",2021-07-15,553.969971,557.539978,538.200012,542.950012,5713900,"Netflix",-11.019959,530.309998
"87",2021-07-16,541.809998,544.059998,527.049988,530.309998,3442100,"Netflix",-11.5,532.280029
"88",2021-07-19,526.049988,534.909973,522.23999,532.280029,3885800,"Netflix",6.23004100000003,531.049988
"89",2021-07-20,526.070007,536.640015,520.299988,531.049988,6930400,"Netflix",4.97998099999995,513.630005
"90",2021-07-21,526.130005,530.98999,505.609985,513.630005,11906800,"Netflix",-12.5,511.769989
"91",2021-07-22,510.209991,513.679993,507,511.769989,4328100,"Netflix",1.55999800000001,515.409973
"92",2021-07-23,512.159973,517.409973,504.660004,515.409973,3820500,"Netflix",3.25,516.48999
"93",2021-07-26,514.380005,521.130005,509.01001,516.48999,2254500,"Netflix",2.10998500000005,518.909973
"94",2021-07-27,518.080017,521.950012,512.049988,518.909973,2759000,"Netflix",0.829956000000038,519.299988
"95",2021-07-28,521.820007,524.469971,516.97998,519.299988,2390500,"Netflix",-2.52001900000005,514.25
"96",2021-07-29,519.960022,520.780029,513.789978,514.25,1736000,"Netflix",-5.71002199999998,517.570007
"97",2021-07-30,512.690002,519.789978,510.959991,517.570007,2534900,"Netflix",4.88000499999998,515.150024
"98",2021-08-02,519,519.849976,510.51001,515.150024,2096600,"Netflix",-3.84997599999997,510.820007
"99",2021-08-03,514.390015,515.630005,505.369995,510.820007,2579400,"Netflix",-3.57000799999997,517.349976
"100",2021-08-04,513,517.97998,510.369995,517.349976,2039400,"Netflix",4.34997599999997,524.890015
"101",2021-08-05,517.130005,525.409973,514.02002,524.890015,2556700,"Netflix",7.76000999999997,520.549988
"102",2021-08-06,524,526.840027,519.390015,520.549988,1919400,"Netflix",-3.45001200000002,519.969971
"103",2021-08-09,521.150024,522.669983,517.98999,519.969971,1367800,"Netflix",-1.18005300000004,515.840027
"104",2021-08-10,520,520.789978,512.969971,515.840027,1960500,"Netflix",-4.15997300000004,512.400024
"105",2021-08-11,517,519.570007,509.769989,512.400024,1673900,"Netflix",-4.59997599999997,510.720001
"106",2021-08-12,511.859985,513,507.200012,510.720001,1685700,"Netflix",-1.13998399999997,515.919983
"107",2021-08-13,512.640015,521.440002,511.51001,515.919983,2176300,"Netflix",3.27996800000005,517.919983
"108",2021-08-16,515.23999,523.380005,512.299988,517.919983,2032800,"Netflix",2.67999299999997,518.909973
"109",2021-08-17,515.469971,520.789978,514.200012,518.909973,2309800,"Netflix",3.44000200000005,521.869995
"110",2021-08-18,520,526.380005,518.650024,521.869995,2582000,"Netflix",1.86999500000002,543.710022
"111",2021-08-19,522.73999,548.390015,521.869995,543.710022,7497300,"Netflix",20.9700319999999,546.880005
"112",2021-08-20,545.090027,551.390015,539.099976,546.880005,3774300,"Netflix",1.78997800000002,553.330017
"113",2021-08-23,545.97998,555.549988,543.73999,553.330017,2602000,"Netflix",7.35003700000004,553.409973
"114",2021-08-24,551.47998,555.309998,549.27002,553.409973,2109500,"Netflix",1.92999300000008,547.580017
"115",2021-08-25,550.159973,552.840027,545.450012,547.580017,2065600,"Netflix",-2.57995600000004,550.119995
"116",2021-08-26,546.159973,552.599976,545.900024,550.119995,1595500,"Netflix",3.96002199999998,558.919983
"117",2021-08-27,551.599976,564.169983,549.25,558.919983,3251100,"Netflix",7.32000700000003,566.179993
"118",2021-08-30,557.25,567.159973,556.450012,566.179993,2434800,"Netflix",8.92999299999997,569.190002
"119",2021-08-31,566.119995,569.47998,561.609985,569.190002,2431900,"Netflix",3.07000700000003,582.070007
"120",2021-09-01,569,591,569,582.070007,5626200,"Netflix",13.070007,588.549988
"121",2021-09-02,583.679993,598.76001,583.679993,588.549988,6179900,"Netflix",4.86999500000002,590.530029
"122",2021-09-03,585.799988,591.880005,583.140015,590.530029,2681200,"Netflix",4.73004100000003,606.710022
"123",2021-09-07,594.690002,613.849976,593.98999,606.710022,5821400,"Netflix",12.0200199999999,606.049988
"124",2021-09-08,603.840027,615.599976,595.710022,606.049988,5424500,"Netflix",2.20996100000002,597.539978
"125",2021-09-09,606.469971,609.440002,596.549988,597.539978,2954200,"Netflix",-8.92999299999997,598.719971
"126",2021-09-10,598.159973,609.450012,593.669983,598.719971,3948000,"Netflix",0.55999799999995,589.289978
"127",2021-09-13,598.570007,598.570007,582.780029,589.289978,3062900,"Netflix",-9.28002900000001,577.76001
"128",2021-09-14,584.890015,587.280029,575.559998,577.76001,3457000,"Netflix",-7.13000499999998,582.869995
"129",2021-09-15,578.169983,584.619995,575.369995,582.869995,2755600,"Netflix",4.70001200000002,586.5
"130",2021-09-16,584.299988,587.47998,577.719971,586.5,1832000,"Netflix",2.20001200000002,589.349976
"131",2021-09-17,587.849976,590.280029,580.849976,589.349976,4145100,"Netflix",1.5,575.429993
"132",2021-09-20,586.789978,591.530029,568.080017,575.429993,3732200,"Netflix",-11.3599850000001,573.140015
"133",2021-09-21,578.309998,581.880005,569.369995,573.140015,2250900,"Netflix",-5.169983,590.650024
"134",2021-09-22,579.690002,595.650024,579.690002,590.650024,4021800,"Netflix",10.960022,593.26001
"135",2021-09-23,590.789978,599.320007,589.130005,593.26001,2526200,"Netflix",2.47003199999995,592.390015
"136",2021-09-24,592.5,592.97998,583.640015,592.390015,2126200,"Netflix",-0.109985000000052,592.640015
"137",2021-09-27,587.950012,593.580017,576.929993,592.640015,2504700,"Netflix",4.69000299999993,583.849976
"138",2021-09-28,589,599.539978,580.159973,583.849976,4431100,"Netflix",-5.15002400000003,599.059998
"139",2021-09-29,589.01001,609.880005,588.01001,599.059998,6221000,"Netflix",10.049988,610.340027
"140",2021-09-30,608.049988,619,608.049988,610.340027,6612600,"Netflix",2.29003899999998,613.150024
"141",2021-10-01,604.23999,614.98999,597.51001,613.150024,4090800,"Netflix",8.910034,603.349976
"142",2021-10-04,613.390015,626.130005,594.679993,603.349976,4995900,"Netflix",-10.040039,634.809998
"143",2021-10-05,606.940002,640.390015,606.890015,634.809998,9534300,"Netflix",27.8699959999999,639.099976
"144",2021-10-06,628.179993,639.869995,626.359985,639.099976,4580400,"Netflix",10.919983,631.849976
"145",2021-10-07,642.22998,646.840027,630.450012,631.849976,3556900,"Netflix",-10.380004,632.659973
"146",2021-10-08,634.169983,643.799988,630.859985,632.659973,3271100,"Netflix",-1.51000999999997,627.039978
"147",2021-10-11,633.200012,639.419983,626.780029,627.039978,2862500,"Netflix",-6.160034,624.940002
"148",2021-10-12,633.02002,637.659973,621.98999,624.940002,3227300,"Netflix",-8.080018,629.76001
"149",2021-10-13,632.179993,632.179993,622.099976,629.76001,2420300,"Netflix",-2.419983,633.799988
"150",2021-10-14,632.22998,636.880005,626.789978,633.799988,2671700,"Netflix",1.57000800000003,628.289978
"151",2021-10-15,638,639.419983,625.159973,628.289978,4114400,"Netflix",-9.71002199999998,637.969971
"152",2021-10-18,632.099976,638.409973,620.590027,637.969971,4669100,"Netflix",5.86999500000002,639
"153",2021-10-19,636.969971,641,632.299988,639,7633100,"Netflix",2.03002900000001,625.140015
"154",2021-10-20,625.570007,637.400024,617.150024,625.140015,10622000,"Netflix",-0.429992000000084,653.159973
"155",2021-10-21,628.890015,654.01001,628.650024,653.159973,8437100,"Netflix",24.2699580000001,664.780029
"156",2021-10-22,651.809998,665.460022,651.809998,664.780029,6186000,"Netflix",12.9700310000001,671.659973
"157",2021-10-25,663.73999,675.880005,657.070007,671.659973,3833500,"Netflix",7.919983,668.52002
"158",2021-10-26,673.76001,676.48999,662.77002,668.52002,2904800,"Netflix",-5.23998999999992,662.919983
"159",2021-10-27,669,671.409973,661.849976,662.919983,2276900,"Netflix",-6.080017,674.049988
"160",2021-10-28,670.950012,676.799988,668.030029,674.049988,2859400,"Netflix",3.09997599999997,690.309998
"161",2021-10-29,673.059998,690.969971,671.23999,690.309998,3817500,"Netflix",17.25,681.169983
"162",2021-11-01,689.059998,689.969971,676.539978,681.169983,3110900,"Netflix",-7.89001499999995,677.719971
"163",2021-11-02,683.109985,687.679993,673.820007,677.719971,3888600,"Netflix",-5.39001400000006,688.289978
"164",2021-11-03,677.27002,689.390015,677.27002,688.289978,2334900,"Netflix",11.019958,668.400024
"165",2021-11-04,685.890015,685.940002,665.5,668.400024,4865000,"Netflix",-17.4899909999999,645.719971
"166",2021-11-05,663.969971,665.640015,645.01001,645.719971,5277400,"Netflix",-18.25,651.450012
"167",2021-11-08,650.289978,656,643.789978,651.450012,2887500,"Netflix",1.160034,655.98999
"168",2021-11-09,653.700012,660.5,650.52002,655.98999,2415600,"Netflix",2.28997800000002,646.909973
"169",2021-11-10,653.01001,660.330017,642.109985,646.909973,2405800,"Netflix",-6.10003699999993,657.580017
"170",2021-11-11,650.23999,665.820007,649.710022,657.580017,2868300,"Netflix",7.34002699999996,682.609985
"171",2021-11-12,660.01001,683.340027,653.820007,682.609985,4192700,"Netflix",22.5999750000001,679.330017
"172",2021-11-15,681.23999,685.26001,671.48999,679.330017,2872200,"Netflix",-1.90997300000004,687.400024
"173",2021-11-16,678.27002,688.359985,676.900024,687.400024,2077400,"Netflix",9.13000399999999,691.690002
"174",2021-11-17,690,700.98999,686.090027,691.690002,2732800,"Netflix",1.69000200000005,682.02002
"175",2021-11-18,691.609985,691.73999,679.73999,682.02002,2012900,"Netflix",-9.58996500000001,678.799988
"176",2021-11-19,692.349976,694.159973,675,678.799988,2613700,"Netflix",-13.549988,659.200012
"177",2021-11-22,676.02002,679.47998,656.469971,659.200012,2764400,"Netflix",-16.820008,654.059998
"178",2021-11-23,658.179993,666.429993,646.049988,654.059998,2320200,"Netflix",-4.11999500000002,658.289978
"179",2021-11-24,658.01001,661.440002,651.099976,658.289978,1867300,"Netflix",0.279968000000054,665.640015
"180",2021-11-26,675,676.409973,660.669983,665.640015,2872500,"Netflix",-9.35998500000005,663.840027
"181",2021-11-29,663.200012,667.98999,658.289978,663.840027,2529400,"Netflix",0.640014999999948,641.900024
"182",2021-11-30,668.200012,675.380005,640.01001,641.900024,5608900,"Netflix",-26.299988,617.77002
"183",2021-12-01,649.47998,654.52002,617.070007,617.77002,3882800,"Netflix",-31.7099599999999,616.469971
"184",2021-12-02,617.099976,625.359985,612.880005,616.469971,3331100,"Netflix",-0.630004999999983,602.130005
"185",2021-12-03,622.75,625.5,594,602.130005,4825200,"Netflix",-20.619995,612.690002
"186",2021-12-06,606.01001,617.289978,601,612.690002,3075700,"Netflix",6.67999200000008,625.580017
"187",2021-12-07,619.830017,628.890015,611.400024,625.580017,3125200,"Netflix",5.75,628.080017
"188",2021-12-08,630,632.460022,623.200012,628.080017,2220300,"Netflix",-1.919983,611
"189",2021-12-09,627.580017,630.23999,610.440002,611,2376300,"Netflix",-16.580017,611.659973
"190",2021-12-10,616.780029,617.73999,605.880005,611.659973,2747900,"Netflix",-5.12005599999998,604.559998
"191",2021-12-13,612,612.640015,599.52002,604.559998,2517900,"Netflix",-7.44000200000005,597.98999
"192",2021-12-14,598.710022,602.289978,588.130005,597.98999,2984500,"Netflix",-0.720031999999946,605.039978
"193",2021-12-15,598.179993,605.690002,584.51001,605.039978,2866200,"Netflix",6.85998500000005,591.059998
"194",2021-12-16,597.090027,602.830017,588,591.059998,3143200,"Netflix",-6.03002900000001,586.72998
"195",2021-12-17,591.609985,593.25,581.73999,586.72998,4386900,"Netflix",-4.8800050000001,593.73999
"196",2021-12-20,586.429993,602.880005,584.26001,593.73999,3358400,"Netflix",7.30999700000007,604.919983
"197",2021-12-21,597.539978,607.820007,593.859985,604.919983,2319400,"Netflix",7.38000499999998,614.23999
"198",2021-12-22,603.359985,614.820007,602.630005,614.23999,2335700,"Netflix",10.880005,614.090027
"199",2021-12-23,616.400024,616.880005,607.570007,614.090027,1621100,"Netflix",-2.30999700000007,613.119995
"200",2021-12-27,615,615,609.25,613.119995,2061500,"Netflix",-1.88000499999998,610.710022
"201",2021-12-28,614.950012,618.409973,609.690002,610.710022,1882800,"Netflix",-4.23999000000003,610.539978
"202",2021-12-29,610.710022,613.97998,604.679993,610.539978,1287200,"Netflix",-0.170043999999962,612.090027
"203",2021-12-30,612.98999,620.609985,611.23999,612.090027,1625100,"Netflix",-0.899963000000071,602.440002
"204",2021-12-31,610.01001,614.080017,602.049988,602.440002,1995900,"Netflix",-7.57000799999992,597.369995
"205",2022-01-03,605.609985,609.98999,590.559998,597.369995,3067500,"Netflix",-8.23999000000003,591.150024
"206",2022-01-04,599.909973,600.409973,581.599976,591.150024,4393100,"Netflix",-8.75994900000001,567.52002
"207",2022-01-05,592,592.840027,566.880005,567.52002,4148700,"Netflix",-24.47998,553.289978
"208",2022-01-06,554.340027,563.359985,542.01001,553.289978,5711800,"Netflix",-1.05004899999994,541.059998
"209",2022-01-07,549.460022,553.429993,538.219971,541.059998,3381700,"Netflix",-8.40002400000003,539.849976
"210",2022-01-10,538.48999,543.690002,526.320007,539.849976,4486100,"Netflix",1.35998599999994,540.840027
"211",2022-01-11,536.98999,543.909973,530.070007,540.840027,3077800,"Netflix",3.85003699999993,537.219971
"212",2022-01-12,544.27002,544.27002,532.02002,537.219971,3787400,"Netflix",-7.05004900000006,519.200012
"213",2022-01-13,537.059998,540.789978,518.26001,519.200012,4475100,"Netflix",-17.8599859999999,525.690002
"214",2022-01-14,517.599976,538.369995,511.880005,525.690002,7849400,"Netflix",8.09002600000008,510.799988
"215",2022-01-18,520.080017,521.75,508.679993,510.799988,4839100,"Netflix",-9.28002900000001,515.859985
"216",2022-01-19,515,523.210022,510.51001,515.859985,4353500,"Netflix",0.859985000000052,508.25
"217",2022-01-20,517.75,526.640015,506.929993,508.25,12659000,"Netflix",-9.5,397.5
"218",2022-01-21,400.429993,409.149994,379.98999,397.5,58904300,"Netflix",-2.92999300000002,387.149994
"219",2022-01-24,383.910004,387.26001,351.459991,387.149994,32346000,"Netflix",3.23998999999998,366.420013
"220",2022-01-25,379.140015,387.709991,365.130005,366.420013,15145800,"Netflix",-12.720002,359.700012
"221",2022-01-26,378.269989,382.660004,356.619995,359.700012,12684000,"Netflix",-18.569977,386.700012
"222",2022-01-27,382.059998,394.799988,378.100006,386.700012,24324700,"Netflix",4.64001400000001,384.359985
"223",2022-01-28,386.76001,387,372.079987,384.359985,11966600,"Netflix",-2.40002500000003,427.140015
"224",2022-01-31,401.970001,427.700012,398.200012,427.140015,20047500,"Netflix",25.170014,457.130005
"225",2022-02-01,432.959991,458.480011,425.540009,457.130005,22568100,"Netflix",24.170014,429.480011
"226",2022-02-02,448.25,451.980011,426.480011,429.480011,14346000,"Netflix",-18.769989,405.600006
"227",2022-02-03,421.440002,429.26001,404.279999,405.600006,9905200,"Netflix",-15.839996,410.170013
"228",2022-02-04,407.309998,412.769989,396.640015,410.170013,7782400,"Netflix",2.86001499999998,402.100006
"229",2022-02-07,410.170013,412.350006,393.549988,402.100006,8232900,"Netflix",-8.07000699999998,403.529999
"230",2022-02-08,398.179993,406.609985,395.829987,403.529999,6818500,"Netflix",5.35000599999995,412.890015
"231",2022-02-09,408.649994,412.980011,398.790009,412.890015,7738200,"Netflix",4.24002100000001,406.269989
"232",2022-02-10,402.100006,408,396.359985,406.269989,8452900,"Netflix",4.169983,391.309998
"233",2022-02-11,405.329987,411.609985,387.649994,391.309998,7556000,"Netflix",-14.019989,396.570007
"234",2022-02-14,387.589996,409.359985,386.890015,396.570007,7202200,"Netflix",8.98001099999999,407.459991
"235",2022-02-15,403.790009,409.160004,401.01001,407.459991,5392300,"Netflix",3.669982,398.079987
"236",2022-02-16,401.529999,401.559998,390.380005,398.079987,5277700,"Netflix",-3.45001199999996,386.670013
"237",2022-02-17,394.23999,399.109985,385.700012,386.670013,4669200,"Netflix",-7.56997699999999,391.290009
"238",2022-02-18,392.529999,402.869995,389.049988,391.290009,6801700,"Netflix",-1.23998999999998,377.380005
"239",2022-02-22,388.950012,392.420013,373.019989,377.380005,6697500,"Netflix",-11.570007,367.459991
"240",2022-02-23,382.720001,386,366.660004,367.459991,4614300,"Netflix",-15.26001,390.029999
"241",2022-02-24,355.089996,390.730011,354.720001,390.029999,7068700,"Netflix",34.940003,390.799988
"242",2022-02-25,386.609985,391.290009,375.579987,390.799988,4841600,"Netflix",4.19000299999999,394.519989
"243",2022-02-28,387.329987,397.75,382.130005,394.519989,5030600,"Netflix",7.19000199999999,386.23999
"244",2022-03-01,391.600006,395,383.709991,386.23999,3290400,"Netflix",-5.36001600000003,380.029999
"245",2022-03-02,388.929993,389.220001,375.209991,380.029999,5356800,"Netflix",-8.89999400000005,368.070007
"246",2022-03-03,386,386.119995,364.649994,368.070007,6076800,"Netflix",-17.929993,361.730011
"247",2022-03-04,368,374.820007,357.170013,361.730011,5325500,"Netflix",-6.26998900000001,350.26001
"248",2022-03-07,360.410004,362,350.200012,350.26001,5708400,"Netflix",-10.149994,341.76001
"249",2022-03-08,349.799988,358.859985,340.670013,341.76001,6428700,"Netflix",-8.03997799999996,358.790009
"250",2022-03-09,357.690002,364.140015,350.51001,358.790009,6520200,"Netflix",1.10000700000001,356.769989
"251",2022-03-10,356.200012,367.019989,353.299988,356.769989,4807800,"Netflix",0.569976999999994,340.320007
"252",2022-03-11,361.190002,363.359985,340,340.320007,4815500,"Netflix",-20.869995,340.320007
